t	min m/z	max m/z	charge
0	355.02	355.1227	1
0	356.0278	356.1164	1
0	357.0218	357.1106	1
0	358.0272	358.109	1
0	358.9857	359.1336	1
0	359.9958	360.1002	1
0	360.9917	361.0669	1
0	361.9881	362.1005	1
0	366.0751	366.144	1
0	369.0832	369.1641	1
0	370.0865	370.16	1
0	371.0133	371.2636	4
0	372.0476	372.1986	4
0	371.0133	371.2636	1
0	372.0476	372.1986	1
0	371.2667	371.3597	1
0	372.275	372.3606	1
0	373.0476	373.1449	4
0	373.0476	373.1449	1
0	374.0515	374.1415	1
0	375.0518	375.1381	1
0	381.0425	381.1224	1
0	382.0429	382.123	1
0	383.0391	383.1759	1
0	383.8252	383.9017	3
0	384.1605	384.2371	1
0	388.1491	388.2636	1
0	389.1076	389.1853	1
0	390.1068	390.1847	1
0	391.1639	391.3376	1
0	392.171	392.3328	1
0	393.0398	393.1225	4
0	393.0398	393.1225	1
0	393.249	393.3401	1
0	394.0498	394.1244	4
0	395.1187	395.1894	1
0	396.0396	396.1316	1
0	399.2968	399.3982	1
0	402.1696	402.2416	1
0	404.0992	404.1934	1
0	408.0135	408.091	1
0	409.0687	409.1554	1
0	413.2179	413.3146	1
0	419.2683	419.362	1
0	420.2749	420.3643	1
0	421.2806	421.3748	1
0	428.8413	428.9662	4
0	429.0273	429.1523	1
0	430.0358	430.142	1
0	430.8365	430.9382	4
0	430.8365	430.9382	1
0	431.0335	431.14	1
0	431.8514	431.9341	4
0	431.8514	431.9341	1
0	432.0394	432.1848	1
0	432.8361	432.9334	4
0	440.6868	440.7664	2
0	445.0502	445.1912	1
0	445.8882	445.9789	4
0	446.055	446.1863	1
0	447.0582	447.1747	4
0	447.0582	447.1747	1
0	448.0597	448.1714	1
0	449.0594	449.1663	1
0	455.1392	455.2426	1
0	459.1274	459.216	1
0	462.0783	462.2157	1
0	463.0879	463.2148	1
0	464.0845	464.2012	1
0	465.0899	465.1961	1
0	466.0932	466.1943	1
0	467.051	467.1523	1
0	467.7943	467.8795	4
0	467.7943	467.8795	3
0	468.0552	468.1513	3
0	468.0552	468.1513	1
0	468.3979	468.4886	4
0	468.3979	468.4886	2
0	468.3979	468.4886	1
0	468.6429	468.7446	4
0	468.8936	468.9954	4
0	468.8936	468.9954	3
0	468.8936	468.9954	2
0	503.0452	503.1682	1
0	504.0462	504.1695	1
0	505.038	505.2041	1
0	506.0387	506.1504	1
0	507.0364	507.1974	4
0	507.0364	507.1974	2
0	507.0364	507.1974	1
0	507.4167	507.5165	4
0	507.6684	507.7682	2
0	519.0585	519.2182	1
0	520.0632	520.2169	1
0	521.0707	521.2057	1
0	522.0684	522.1973	1
0	536.0822	536.2488	1
0	537.0899	537.2436	1
0	538.0938	538.2344	1
0	539.0937	539.228	1
0	540.1032	540.2243	1
0	550.1549	550.2788	1
0	577.0635	577.1952	1
0	578.0622	578.1867	1
0	593.0787	593.2383	1
0	594.0803	594.2325	1
