t	min m/z	max m/z	charge
6	355.025839639	355.034360361	1
6	356.02992759	356.03847241	1
6	357.027515618	357.036084382	1
6	358.032903554	358.041496446	1
6	358.99149205	359.00010795	1
6	359.997779975	360.006420025	1
6	360.99736798	361.00603202	1
6	368.081982963	368.090817037	1
6	369.088770882	369.097629118	1
6	370.092058842	370.100941158	1
6	371.022747674	371.031652326	4
6	371.01884772	371.02775228	3
6	371.045747398	371.054652602	1
6	371.279944587	371.288855413	1
6	372.053135309	372.062064691	4
6	372.053135309	372.062064691	1
6	372.288332486	372.297267514	1
6	373.053123309	373.062076691	4
6	373.053123309	373.062076691	1
6	374.057111261	374.066088739	1
6	375.061199212	375.070200788	1
6	375.111898603	375.120901397	1
6	381.04792737	381.05707263	1
6	382.048315365	382.057484635	1
6	385.117778531	385.127021469	1
6	388.15454209	388.16385791	1
6	391.169205913	391.178594087	1
6	392.247192977	392.256607023	1
6	393.049283352	393.058716648	4
6	393.049283352	393.058716648	1
6	393.258480842	393.267919158	1
6	394.050871333	394.060328667	4
6	394.08447093	394.09392907	1
6	395.09025886	395.09974114	1
6	396.049147353	396.058652647	1
6	399.306308267	399.315891733	1
6	400.319296111	400.328903889	1
6	402.18347374	402.19312626	1
6	408.071703081	408.081496919	1
6	409.078291002	409.088108998	1
6	413.22754121	413.23745879	1
6	414.996519982	415.006480018	1
6	419.27326866	419.28333134	1
6	420.279856581	420.289943419	1
6	421.290144458	421.300255542	2
6	421.290144458	421.300255542	1
6	421.79663838	421.80676162	2
6	424.042711426	424.052888574	1
6	428.846153784	428.856446216	4
6	429.032151552	429.042448448	1
6	430.04063945	430.05096055	1
6	430.841429841	430.851770159	4
6	430.846229783	430.856570217	1
6	431.038327478	431.048672522	1
6	431.851417721	431.861782279	4
6	431.851417721	431.861782279	1
6	432.044215407	432.054584593	1
6	432.840905847	432.851294153	4
6	432.85060573	432.86099427	1
6	433.857993642	433.868406358	1
6	445.054859278	445.065540722	1
6	445.887749283	445.898450717	4
6	446.059747219	446.070452781	1
6	447.062835182	447.073564818	4
6	447.062835182	447.073564818	1
6	448.064323164	448.075076836	1
6	449.069211105	449.079988895	1
6	455.148938147	455.159861853	1
6	459.131890351	459.142909649	1
6	460.131778352	460.142821648	1
6	461.134966314	461.146033686	1
6	462.088154876	462.099245124	1
