t	min m/z	max m/z	charge
21	355.029439596	355.037960404	1
21	356.033627545	356.042172455	1
21	357.027515618	357.036084382	1
21	358.032903554	358.041496446	1
21	358.109302637	358.117897363	1
21	358.995092007	359.003707993	1
21	359.997879974	360.006520026	1
21	360.99736798	361.00603202	1
21	362.001155934	362.009844066	1
21	366.125906436	366.134693564	1
21	368.078183009	368.087016991	1
21	369.084970927	369.093829073	1
21	370.088258888	370.097141112	1
21	371.022747674	371.031652326	4
21	371.01884772	371.02775228	3
21	371.045747398	371.054652602	1
21	371.279944587	371.288855413	1
21	372.053135309	372.062064691	4
21	372.053135309	372.062064691	1
21	372.284432533	372.293367467	1
21	373.053123309	373.062076691	4
21	373.057023262	373.065976738	1
21	374.061011214	374.069988786	1
21	375.061199212	375.070200788	1
21	381.04792737	381.05707263	1
21	382.048315365	382.057484635	1
21	383.157302057	383.166497943	1
21	383.826594026	383.835805974	3
21	384.161890002	384.171109998	3
21	384.161890002	384.171109998	1
21	385.117778531	385.127021469	1
21	388.15454209	388.16385791	1
21	389.108830638	389.118169362	1
21	390.161818002	390.171181998	1
21	391.239805066	391.249194934	1
21	392.251392927	392.260807073	1
21	393.049283352	393.058716648	4
21	393.049283352	393.058716648	1
21	393.25858084	393.26801916	1
21	394.055171281	394.064628719	4
21	394.088770878	394.098229122	1
21	395.094558808	395.104041192	1
21	396.049147353	396.058652647	1
21	399.306308267	399.315891733	1
21	402.192173636	402.201826364	1
21	404.113150584	404.122849416	1
21	409.073791056	409.083608944	1
21	413.22754121	413.23745879	1
21	414.996519982	415.006480018	1
21	419.27326866	419.28333134	1
21	420.27995658	420.29004342	1
21	421.294844401	421.304955599	2
21	421.290144458	421.300255542	1
21	421.801338323	421.811461677	2
21	426.098886752	426.109113248	1
21	428.846153784	428.856446216	4
21	429.032151552	429.042448448	1
21	430.04063945	430.05096055	1
21	430.841429841	430.851770159	4
21	431.038327478	431.048672522	1
21	432.044215407	432.054584593	1
21	432.840905847	432.851294153	4
21	440.756110863	440.766689137	2
21	445.054859278	445.065540722	1
21	445.892849222	445.903550778	4
21	446.059747219	446.070452781	1
21	447.062835182	447.073564818	4
21	447.062835182	447.073564818	1
21	448.064323164	448.075076836	1
21	449.069211105	449.079988895	1
21	459.131890351	459.142909649	1
21	462.088154876	462.099245124	1
21	463.092442824	463.103557176	1
21	464.089030865	464.100169135	1
21	465.0944188	465.1055812	1
21	466.09770676	466.10889324	1
21	467.055395268	467.066604732	1
21	467.804186282	467.815413718	4
21	467.798786347	467.810013653	3
21	468.059583218	468.070816782	1
21	503.049163338	503.061236662	1
21	504.050251324	504.062348676	1
21	505.042039423	505.054160577	1
21	506.042627416	506.054772584	1
21	519.062371177	519.074828823	1
21	520.066959122	520.079440878	1
21	521.07454703	521.08705297	1
21	522.072235058	522.084764942	1
21	523.085622897	523.098177103	1
21	533.139202253	533.151997747	1
