t	min m/z	max m/z	charge
30	355.031569798	355.035830202	1
30	356.035763773	356.040036227	1
30	357.033257788	357.037542212	1
30	358.035051777	358.039348223	1
30	358.118751275	358.123048725	1
30	358.997246004	359.001553996	1
30	359.121445258	359.125754742	1
30	360.000039987	360.004360013	1
30	360.99953399	361.00386601	1
30	362.147527102	362.151872898	1
30	365.084609479	365.088990521	1
30	368.087991459	368.092408541	1
30	369.090985441	369.095414559	1
30	370.094279421	370.098720579	1
30	371.02107386	371.02552614	4
30	371.017273883	371.021726117	3
30	371.047973699	371.052426301	1
30	371.278272317	371.282727683	1
30	372.051567677	372.056032323	4
30	372.051567677	372.056032323	1
30	372.286666267	372.291133733	1
30	373.055361654	373.059838346	4
30	373.055361654	373.059838346	1
30	374.05935563	374.06384437	1
30	375.067349582	375.071850418	1
30	375.125849231	375.130350769	1
30	381.050213685	381.054786315	1
30	382.050607683	382.055192317	1
30	383.159601029	383.164198971	1
30	383.828897013	383.833502987	3
30	384.164195001	384.168804999	3
30	384.164195001	384.168804999	1
30	385.120089266	385.124710734	1
30	388.156871045	388.161528955	1
30	389.115265294	389.119934706	1
30	390.114459299	390.119140701	1
30	390.168258976	390.172941024	1
30	391.175652932	391.180347068	1
30	391.246352508	391.251047492	1
30	392.253746463	392.258453537	1
30	393.051641676	393.056358324	4
30	393.265040396	393.269759604	1
30	395.096929404	395.101670596	1
30	396.051523677	396.056276323	1
30	399.308704133	399.313495867	1
30	400.317398081	400.322201919	1
30	402.194586818	402.199413182	1
30	404.115575292	404.120424708	1
30	409.071845554	409.076754446	1
30	413.230020605	413.234979395	1
30	419.280384303	419.285415697	1
30	420.282378291	420.287421709	1
30	421.297372201	421.302427799	2
30	421.292672229	421.297727771	1
30	421.79916919	421.80423081	2
30	428.848726892	428.853873108	4
30	429.039525747	429.044674253	1
30	430.043219725	430.048380275	1
30	430.84401492	430.84918508	4
30	430.848814892	430.853985108	1
30	431.040913739	431.046086261	1
30	431.85400886	431.85919114	4
30	431.85400886	431.85919114	1
30	432.046807704	432.051992296	1
30	432.838702952	432.843897048	4
30	432.838702952	432.843897048	2
30	433.051501675	433.056698325	4
30	439.806461145	439.811738855	1
30	440.689155849	440.694444151	2
30	440.858154835	440.863445165	3
30	445.057529639	445.062870361	1
30	445.890424641	445.895775359	4
30	446.062423609	446.067776391	1
30	447.065517591	447.070882409	4
30	447.065517591	447.070882409	1
30	448.067011582	448.072388418	1
30	449.071905552	449.077294448	1
30	455.151669074	455.157130926	1
30	459.134645176	459.140154824	1
30	462.090927438	462.096472562	1
30	463.095121413	463.100678587	1
30	464.091815432	464.097384568	1
30	465.0972094	465.1027906	1
30	466.10050338	466.10609662	1
30	467.058197634	467.063802366	1
30	467.801493174	467.807106826	3
30	467.812393109	467.818006891	4
30	468.062391609	468.068008391	1
30	476.158043035	476.163756965	1
30	488.202570767	488.208429233	1
30	503.052181669	503.058218331	1
30	503.058281632	503.064318368	1
30	503.064381596	503.070418404	1
30	503.076481523	503.082518477	1
30	503.08858145	503.09461855	1
30	503.100681378	503.106718622	1
30	503.106781341	503.112818659	1
30	503.118881269	503.124918731	1
30	503.130981196	503.137018804	1
30	503.137081159	503.143118841	1
30	503.149181087	503.155218913	1
30	504.053275662	504.059324338	1
30	505.051169675	505.057230325	1
30	505.1303692	505.1364308	1
30	505.136469163	505.142530837	1
30	505.142569126	505.148630874	1
30	505.14866909	505.15473091	1
30	505.154769053	505.160830947	1
30	505.160869017	505.166930983	1
30	505.16696898	505.17303102	1
30	505.178968908	505.185031092	1
30	505.185068871	505.191131129	1
30	506.051863671	506.057936329	1
30	506.057963634	506.064036366	1
30	506.064063597	506.070136403	1
30	506.070163561	506.076236439	1
30	506.076263524	506.082336476	1
30	506.082363488	506.088436512	1
30	506.088463451	506.094536549	1
30	506.094563414	506.100636586	1
30	506.100763377	506.106836623	1
30	506.106863341	506.112936659	1
30	506.112963304	506.119036696	1
30	506.119063267	506.125136733	1
30	517.197496796	517.203703204	1
30	517.203796759	517.210003241	1
30	517.210096721	517.216303279	1
30	517.216396683	517.222603317	1
30	517.222796645	517.229003355	1
30	517.229096607	517.235303393	1
30	517.235396569	517.241603431	1
30	517.241696531	517.247903469	1
30	517.247996493	517.254203507	1
30	517.254296456	517.260503544	1
30	517.260596418	517.266803582	1
30	517.266996379	517.273203621	1
30	517.273296342	517.279503658	1
30	519.065485588	519.071714412	1
30	519.071785551	519.078014449	1
30	519.078185512	519.084414488	1
30	519.084485474	519.090714526	1
30	519.090885436	519.097114564	1
30	519.097185398	519.103414602	1
30	519.10358536	519.10981464	1
30	519.109885322	519.116114678	1
30	519.116285284	519.122514716	1
30	519.122585246	519.128814754	1
30	519.128985207	519.135214793	1
30	519.13528517	519.14151483	1
30	519.141685131	519.147914869	1
30	519.147985093	519.154214907	1
30	519.154385055	519.160614945	1
30	519.160685017	519.166914983	1
30	519.167084979	519.173315021	1
30	519.173384941	519.179615059	1
30	519.179784903	519.186015097	1
30	519.186084865	519.192315135	1
30	519.192484826	519.198715174	1
30	520.076479522	520.082720478	1
30	521.077673515	521.083926485	1
30	522.081767491	522.088032509	1
30	522.088167452	522.094432548	1
30	522.094567414	522.100832586	1
30	523.09516141	523.10143859	1
30	523.101561372	523.107838628	1
30	523.107961333	523.114238667	1
30	523.114361295	523.120638705	1
30	523.120861256	523.127138744	1
30	523.127261218	523.133538782	1
30	523.133661179	523.139938821	1
30	523.140061141	523.146338859	1
30	523.146561102	523.152838898	1
30	523.152961063	523.159238937	1
30	523.159361025	523.165638975	1
30	523.165760987	523.172039013	1
30	523.172260948	523.178539052	1
30	536.088983447	536.095416553	1
30	536.095683407	536.102116593	1
30	536.102383366	536.108816634	1
30	536.108983327	536.115416673	1
30	536.115683287	536.122116713	1
30	536.122383246	536.128816754	1
30	536.128983207	536.135416793	1
30	536.135683167	536.142116833	1
30	536.142383126	536.148816874	1
30	536.148983087	536.155416913	1
30	536.155683047	536.162116953	1
30	536.162383006	536.168816994	1
30	536.168982967	536.175417033	1
30	536.175682927	536.182117073	1
30	536.182382886	536.188817114	1
30	536.188982847	536.195417153	1
30	536.195682807	536.202117193	1
30	536.202382766	536.208817234	1
30	536.208982727	536.215417273	1
30	536.215682687	536.222117313	1
30	536.222382646	536.228817354	1
30	536.228982607	536.235417393	1
30	537.0967774	537.1032226	1
30	537.10337736	537.10982264	1
30	538.167570975	538.174029025	1
30	538.174270935	538.180729065	1
30	538.180970895	538.187429105	1
30	538.187670855	538.194129145	1
30	538.194370814	538.200829186	1
30	538.207870733	538.214329267	1
30	538.214570693	538.221029307	1
30	539.107265337	539.113734663	1
30	539.167764974	539.174235026	1
30	539.174464934	539.180935066	1
30	539.181164894	539.187635106	1
30	539.187864853	539.194335147	1
30	539.194664813	539.201135187	1
30	539.201364772	539.207835228	1
30	539.208064732	539.214535268	1
30	540.103259361	540.109740639	1
30	540.109959321	540.116440679	1
30	540.11675928	540.12324072	1
30	540.12345924	540.12994076	1
30	540.130259199	540.136740801	1
30	540.136959159	540.143440841	1
30	540.143659119	540.150140881	1
30	540.150459078	540.156940922	1
30	540.157159038	540.163640962	1
30	550.168498969	550.175101031	1
30	550.175498927	550.182101073	1
30	550.182398886	550.189001114	1
30	550.189298844	550.195901156	1
30	550.196198803	550.202801197	1
30	550.203198761	550.209801239	1
30	550.21009872	550.21670128	1
30	550.216998678	550.223601322	1
30	550.223998636	550.230601364	1
30	550.230898595	550.237501405	1
30	550.237798553	550.244401447	1
30	550.244698512	550.251301488	1
30	550.25169847	550.25830153	1
30	577.070137558	577.077062442	1
30	577.077537514	577.084462486	1
30	577.085037469	577.091962531	1
