t	min m/z	max m/z	charge
49	355.031469798	355.035730202	1
49	356.035663773	356.039936227	1
49	357.029657809	357.033942191	1
49	358.035051777	358.039348223	1
49	358.997246004	359.001553996	1
49	359.996340009	360.000659991	1
49	360.99953399	361.00386601	1
49	362.121627257	362.125972743	1
49	366.105503354	366.109896646	1
49	367.107897339	367.112302661	1
49	368.087991459	368.092408541	1
49	369.090985441	369.095414559	1
49	370.094279421	370.098720579	1
49	371.028773814	371.033226186	4
49	371.051773676	371.056226324	1
49	371.282172294	371.286627706	1
49	372.055367654	372.059832346	4
49	372.055367654	372.059832346	1
49	373.055361654	373.059838346	1
49	374.05935563	374.06384437	1
49	374.144755118	374.149244882	1
49	375.063449606	375.067950394	1
49	381.050213685	381.054786315	1
49	382.046607707	382.051192293	1
49	383.159601029	383.164198971	1
49	383.828897013	383.833502987	3
49	384.168194977	384.172805023	3
49	384.164195001	384.168804999	1
49	385.119989266	385.124610734	1
49	388.156871045	388.161528955	1
49	391.175652932	391.180347068	1
49	391.246252508	391.250947492	1
49	392.257946438	392.262653562	1
49	393.051641676	393.056358324	4
49	393.051641676	393.056358324	1
49	393.265040396	393.269759604	1
49	394.053235666	394.057964334	4
49	396.051523677	396.056276323	1
49	399.308704133	399.313495867	1
49	400.317398081	400.322201919	1
49	402.190286844	402.195113156	1
49	409.076245528	409.081154472	1
49	413.234520578	413.239479422	1
49	419.280384303	419.285415697	1
49	420.282378291	420.287421709	1
49	421.301972173	421.307027827	2
49	421.292672229	421.297727771	1
49	421.803869162	421.808930838	2
49	428.848726892	428.853873108	4
49	429.039525747	429.044674253	1
49	430.043219725	430.048380275	1
49	430.84401492	430.84918508	4
49	430.848814892	430.853985108	1
49	431.040913739	431.046086261	1
49	431.85400886	431.85919114	4
49	431.85400886	431.85919114	1
49	432.046807704	432.051992296	1
49	432.843502923	432.848697077	4
49	432.853202865	432.858397135	1
49	433.85569685	433.86090315	1
49	440.689155849	440.694444151	2
49	445.057529639	445.062870361	1
49	445.895524611	445.900875389	4
49	446.06232361	446.06767639	1
49	447.065517591	447.070882409	4
49	447.07061756	447.07598244	1
49	447.314316098	447.319683902	1
49	448.072111551	448.077488449	4
49	448.072111551	448.077488449	1
49	449.071905552	449.077294448	1
49	455.151669074	455.157130926	1
49	459.134645176	459.140154824	1
49	462.090927438	462.096472562	1
49	463.095121413	463.100678587	1
49	464.091815432	464.097384568	1
49	465.0972094	465.1027906	1
49	466.100403381	466.105996619	1
49	467.058197634	467.063802366	1
49	468.062391609	468.068008391	1
49	488.202570767	488.208429233	1
49	489.008565931	489.014434069	4
49	489.026065826	489.031934174	4
49	489.194464816	489.200335184	1
49	489.240964537	489.246835463	1
49	503.058281632	503.064318368	1
49	503.07038156	503.07641844	1
49	503.076481523	503.082518477	1
49	503.08858145	503.09461855	1
49	503.100681378	503.106718622	1
49	503.112781305	503.118818695	1
49	503.118881269	503.124918731	1
49	503.130981196	503.137018804	1
49	503.143081123	503.149118877	1
49	503.149181087	503.155218913	1
49	504.059275626	504.065324374	1
49	505.045069711	505.051130289	1
49	505.051169675	505.057230325	1
49	505.063269602	505.069330398	1
49	505.069369566	505.075430434	1
49	505.075469529	505.081530471	1
49	505.081569492	505.087630508	1
49	505.087669456	505.093730544	1
49	505.093769419	505.099830581	1
49	505.099869383	505.105930617	1
49	505.105969346	505.112030654	1
49	505.112069309	505.118130691	1
49	505.118169273	505.124230727	1
49	505.124269236	505.130330764	1
49	505.1303692	505.1364308	1
49	505.136469163	505.142530837	1
49	505.142569126	505.148630874	1
49	505.14866909	505.15473091	1
49	505.154769053	505.160830947	1
49	505.160869017	505.166930983	1
49	505.16696898	505.17303102	1
49	505.178968908	505.185031092	1
49	519.065485588	519.071714412	1
49	519.071785551	519.078014449	1
49	519.078085513	519.084314487	1
49	519.084485474	519.090714526	1
49	519.090785437	519.097014563	1
49	519.097185398	519.103414602	1
49	519.10348536	519.10971464	1
49	519.109885322	519.116114678	1
49	519.116185284	519.122414716	1
49	519.122585246	519.128814754	1
49	519.128885208	519.135114792	1
49	519.13528517	519.14151483	1
49	519.141685131	519.147914869	1
49	519.147985093	519.154214907	1
49	519.154385055	519.160614945	1
49	519.160685017	519.166914983	1
49	519.167084979	519.173315021	1
49	519.173384941	519.179615059	1
49	519.179784903	519.186015097	1
49	519.186084865	519.192315135	1
49	519.192484826	519.198715174	1
49	520.076479522	520.082720478	1
49	520.191078835	520.197321165	1
49	521.077673515	521.083926485	1
49	521.186172864	521.192427136	1
49	522.081667491	522.087932509	1
49	522.177766915	522.184033085	1
49	523.088661449	523.094938551	1
49	523.09516141	523.10143859	1
49	523.101561372	523.107838628	1
49	523.107961333	523.114238667	1
49	523.114361295	523.120638705	1
49	523.120861256	523.127138744	1
49	523.127261218	523.133538782	1
49	523.133661179	523.139938821	1
49	523.140061141	523.146338859	1
49	523.146461102	523.152738898	1
49	523.152961063	523.159238937	1
49	523.159361025	523.165638975	1
49	523.165760987	523.172039013	1
49	523.172160948	523.178439052	1
49	535.150589077	535.157010923	1
49	535.157289037	535.163710963	1
49	535.163888997	535.170311003	1
49	535.170588957	535.177011043	1
49	535.177188918	535.183611082	1
49	535.183788878	535.190211122	1
