t	min m/z	max m/z	charge
33	355.031569798	355.035830202	1
33	356.035663773	356.039936227	1
33	357.033257788	357.037542212	1
33	358.035051777	358.039348223	1
33	358.997246004	359.001553996	1
33	359.999939987	360.004260013	1
33	360.99953399	361.00386601	1
33	368.087991459	368.092408541	1
33	369.090985441	369.095414559	1
33	370.094279421	370.098720579	1
33	371.047973699	371.052426301	4
33	371.047973699	371.052426301	1
33	371.282172294	371.286627706	1
33	372.051567677	372.056032323	4
33	372.051567677	372.056032323	1
33	372.290566243	372.295033757	1
33	373.055361654	373.059838346	4
33	373.055361654	373.059838346	1
33	374.05935563	374.06384437	1
33	375.059549629	375.064050371	1
33	376.016843885	376.021356115	4
33	379.092925429	379.097474571	1
33	380.097519401	380.102080599	1
33	381.054213661	381.058786339	1
33	382.050607683	382.055192317	1
33	383.155501053	383.160098947	1
33	383.828897013	383.833502987	3
33	383.832896989	383.837503011	1
33	384.164195001	384.168804999	3
33	384.160195025	384.164804975	1
33	384.499992986	384.504607014	3
33	384.864490799	384.869109201	4
33	384.836190969	384.840809031	3
33	385.120089266	385.124710734	1
33	388.156871045	388.161528955	1
33	390.180658902	390.185341098	1
33	391.179852907	391.184547093	1
33	391.246352508	391.251047492	1
33	392.253746463	392.258453537	1
33	393.047441701	393.052158299	4
33	393.055841651	393.060558349	1
33	393.265040396	393.269759604	1
33	394.057435641	394.062164359	4
33	394.09103544	394.09576456	1
33	395.09262943	395.09737057	1
33	396.051523677	396.056276323	1
33	399.308704133	399.313495867	1
33	400.317398081	400.322201919	1
33	402.194586818	402.199413182	1
33	409.071845554	409.076754446	1
33	413.230020605	413.234979395	1
33	414.999009991	415.003990009	1
33	416.004003961	416.008996039	1
33	419.284984275	419.290015725	1
33	420.287078262	420.292121738	1
33	421.292672229	421.297727771	1
33	424.045255713	424.050344287	1
33	425.102049372	425.107150628	1
33	428.848726892	428.853873108	4
33	429.039525747	429.044674253	1
33	430.043219725	430.048380275	1
33	430.84401492	430.84918508	4
33	430.896814604	430.901985396	3
33	431.036113768	431.041286232	4
33	431.040913739	431.046086261	1
33	432.046807704	432.051992296	1
33	432.843502923	432.848697077	4
33	432.853202865	432.858397135	1
33	433.85579685	433.86100315	1
33	445.057529639	445.062870361	1
33	445.895524611	445.900875389	4
33	446.06232361	446.06767639	1
33	447.060517621	447.065882379	4
33	447.065517591	447.070882409	1
33	448.067011582	448.072388418	1
33	449.077005522	449.082394478	1
33	459.134645176	459.140154824	1
33	462.090927438	462.096472562	1
33	463.095121413	463.100678587	1
33	464.091815432	464.097384568	1
33	465.0972094	465.1027906	1
33	466.100403381	466.105996619	1
33	467.058197634	467.063802366	1
33	468.062391609	468.068008391	1
33	476.158043035	476.163756965	1
33	489.014465896	489.020334104	4
33	503.052181669	503.058218331	1
33	503.058281632	503.064318368	1
33	503.07038156	503.07641844	1
33	503.076481523	503.082518477	1
33	503.08858145	503.09461855	1
33	503.100681378	503.106718622	1
33	503.106781341	503.112818659	1
33	503.118881269	503.124918731	1
33	503.130981196	503.137018804	1
33	503.143081123	503.149118877	1
33	503.149181087	503.155218913	1
33	504.053175663	504.059224337	1
33	504.144375116	504.150424884	1
33	504.150475079	504.156524921	1
33	504.156575042	504.162624958	1
33	505.045069711	505.051130289	1
33	505.051169675	505.057230325	1
33	505.057269638	505.063330362	1
33	505.069369566	505.075430434	1
33	505.075469529	505.081530471	1
33	505.081569492	505.087630508	1
33	505.087669456	505.093730544	1
33	505.093769419	505.099830581	1
33	505.099869383	505.105930617	1
33	505.118169273	505.124230727	1
33	505.124269236	505.130330764	1
33	505.1303692	505.1364308	1
33	505.136469163	505.142530837	1
33	506.106863341	506.112936659	1
33	506.112963304	506.119036696	1
33	519.071785551	519.078014449	1
33	519.078185512	519.084414488	1
33	519.084485474	519.090714526	1
33	519.090885436	519.097114564	1
33	519.097185398	519.103414602	1
33	519.10358536	519.10981464	1
33	519.109885322	519.116114678	1
33	519.116285284	519.122514716	1
33	519.122585246	519.128814754	1
33	519.128985207	519.135214793	1
33	519.13528517	519.14151483	1
33	519.141685131	519.147914869	1
33	519.147985093	519.154214907	1
33	519.154385055	519.160614945	1
33	519.160685017	519.166914983	1
33	519.167084979	519.173315021	1
33	519.173384941	519.179615059	1
33	519.179784903	519.186015097	1
33	519.186084865	519.192315135	1
33	519.192484826	519.198715174	1
