t	min m/z	max m/z	charge
38	355.02786982	355.03213018	1
38	356.032063795	356.036336205	1
38	357.029657809	357.033942191	1
38	358.035051777	358.039348223	1
38	359.000845982	359.005154018	1
38	360.003639965	360.007960035	1
38	361.003233968	361.007566032	1
38	362.003327967	362.007672033	1
38	362.15122708	362.15557292	1
38	366.128003219	366.132396781	1
38	369.090985441	369.095414559	1
38	370.094279421	370.098720579	1
38	371.051773676	371.056226324	4
38	371.051773676	371.056226324	1
38	371.278272317	371.282727683	1
38	372.055367654	372.059832346	4
38	372.055367654	372.059832346	1
38	373.055361654	373.059838346	1
38	374.055455654	374.059944346	1
38	375.059549629	375.064050371	1
38	375.071249559	375.075750441	1
38	381.050213685	381.054786315	1
38	382.050607683	382.055192317	1
38	383.159501029	383.164098971	1
38	383.828897013	383.833502987	3
38	383.994496019	383.999103981	2
38	384.164195001	384.168804999	3
38	384.164195001	384.168804999	1
38	385.119989266	385.124610734	1
38	386.12428324	386.12891676	1
38	387.152877069	387.157522931	1
38	388.156771045	388.161428955	1
38	389.115265294	389.119934706	1
38	390.118559275	390.123240725	1
38	391.179852907	391.184547093	1
38	391.246252508	391.250947492	1
38	392.253746463	392.258453537	1
38	393.051641676	393.056358324	4
38	393.055741651	393.060458349	1
38	393.260840421	393.265559579	1
38	394.057435641	394.062164359	4
38	394.095235414	394.099964586	1
38	395.096829405	395.101570595	1
38	396.051523677	396.056276323	1
38	399.308704133	399.313495867	1
38	402.194586818	402.199413182	1
38	404.115475293	404.120324707	1
38	408.07415154	408.07904846	1
38	409.076245528	409.081154472	1
38	414.999009991	415.003990009	1
38	419.280384303	419.285415697	1
38	420.282378291	420.287421709	1
38	421.292672229	421.297727771	1
38	428.848726892	428.853873108	4
38	429.039525747	429.044674253	1
38	430.043219725	430.048380275	1
38	430.843914921	430.849085079	4
38	430.848714892	430.853885108	1
38	431.040913739	431.046086261	1
38	431.85400886	431.85919114	4
38	431.85400886	431.85919114	1
38	432.853102866	432.858297134	1
38	433.85569685	433.86090315	1
38	445.057529639	445.062870361	1
38	445.895524611	445.900875389	4
38	446.06232361	446.06767639	1
38	447.065517591	447.070882409	4
38	447.065517591	447.070882409	1
38	448.067011582	448.072388418	1
38	449.071805553	449.077194447	1
38	455.151669074	455.157130926	1
38	459.134645176	459.140154824	1
38	460.134539176	460.140060824	1
38	461.137733157	461.143266843	1
38	462.08552747	462.09107253	1
38	463.089821444	463.095378556	1
38	464.091715433	464.097284567	1
38	465.0972094	465.1027906	1
38	466.100403381	466.105996619	1
38	467.058197634	467.063802366	1
38	468.062391609	468.068008391	1
38	489.014365896	489.020234104	4
38	489.014365896	489.020234104	1
38	489.031865791	489.037734209	1
38	503.052181669	503.058218331	1
38	503.058281632	503.064318368	1
38	503.07038156	503.07641844	1
38	503.082481487	503.088518513	1
38	503.08858145	503.09461855	1
38	503.100681378	503.106718622	1
38	503.112781305	503.118818695	1
38	503.124881233	503.130918767	1
38	503.130981196	503.137018804	1
38	503.143081123	503.149118877	1
38	503.155181051	503.161218949	1
38	504.053175663	504.059224337	1
38	505.044969712	505.051030288	1
38	505.051069675	505.057130325	1
38	505.136469163	505.142530837	1
38	505.142569126	505.148630874	1
38	505.14866909	505.15473091	1
38	505.154769053	505.160830947	1
38	505.166868981	505.172931019	1
38	505.178868909	505.184931091	1
38	505.184968872	505.191031128	1
38	506.045663708	506.051736292	1
38	506.051763671	506.057836329	1
38	506.057863635	506.063936365	1
38	506.063963598	506.070036402	1
38	506.070163561	506.076236439	1
38	506.076263524	506.082336476	1
38	506.082363488	506.088436512	1
38	506.088463451	506.094536549	1
38	506.094563414	506.100636586	1
38	506.100663378	506.106736622	1
38	506.106763341	506.112836659	1
38	506.112863305	506.118936695	1
38	506.119063267	506.125136733	1
38	506.125163231	506.131236769	1
38	519.065385589	519.071614411	1
38	519.071785551	519.078014449	1
38	519.078085513	519.084314487	1
38	519.084485474	519.090714526	1
38	519.090785437	519.097014563	1
38	519.097185398	519.103414602	1
38	519.10348536	519.10971464	1
38	519.109885322	519.116114678	1
38	519.116185284	519.122414716	1
38	519.122585246	519.128814754	1
38	519.128885208	519.135114792	1
38	519.13528517	519.14151483	1
38	519.141585132	519.147814868	1
38	519.147985093	519.154214907	1
38	519.154285056	519.160514944	1
38	519.160685017	519.166914983	1
38	519.166984979	519.173215021	1
38	519.173384941	519.179615059	1
38	519.179684903	519.185915097	1
38	519.186084865	519.192315135	1
38	519.192384827	519.198615173	1
38	519.198784789	519.205015211	1
38	520.076379523	520.082620477	1
38	520.191078835	520.197321165	1
38	521.077573516	521.083826484	1
38	522.081667491	522.087932509	1
38	522.088067453	522.094332547	1
38	522.094467414	522.100732586	1
38	522.100867376	522.107132624	1
38	522.107267338	522.113532662	1
38	522.113767299	522.120032701	1
38	522.12016726	522.12643274	1
38	522.126567222	522.132832778	1
38	522.132967183	522.139232817	1
38	522.139367145	522.145632855	1
38	522.145767107	522.152032893	1
38	522.152167068	522.158432932	1
38	522.15856703	522.16483297	1
38	522.164966991	522.171233009	1
38	522.171366953	522.177633047	1
38	522.177766915	522.184033085	1
38	536.095683407	536.102116593	1
38	536.102283367	536.108716633	1
38	536.108983327	536.115416673	1
38	536.115683287	536.122116713	1
38	536.122283247	536.128716753	1
38	536.128983207	536.135416793	1
38	536.135683167	536.142116833	1
38	536.142283127	536.148716873	1
38	536.148983087	536.155416913	1
38	536.155683047	536.162116953	1
38	536.162283007	536.168716993	1
38	536.168982967	536.175417033	1
38	536.175682927	536.182117073	1
38	536.182282887	536.188717113	1
38	536.188982847	536.195417153	1
38	536.195682807	536.202117193	1
38	536.202282767	536.208717233	1
38	536.208982727	536.215417273	1
38	536.215682687	536.222117313	1
38	536.222282647	536.228717353	1
38	536.228982607	536.235417393	1
38	537.096677401	537.103122599	1
38	538.174270935	538.180729065	1
38	538.180970895	538.187429105	1
38	538.187670855	538.194129145	1
38	538.194370814	538.200829186	1
38	538.201070774	538.207529226	1
38	538.207770734	538.214229266	1
38	539.100465378	539.106934622	1
38	539.167664975	539.174135025	1
38	539.174464934	539.180935066	1
38	539.181164894	539.187635106	1
38	539.187864853	539.194335147	1
38	539.194564813	539.201035187	1
38	539.201264773	539.207735227	1
38	539.208064732	539.214535268	1
38	540.103259361	540.109740639	1
38	540.109959321	540.116440679	1
38	540.116659281	540.123140719	1
38	540.12345924	540.12994076	1
