t	min m/z	max m/z	charge
44	355.066869586	355.071130414	1
44	360.937534362	360.941865638	4
44	368.85118688	368.85561312	3
44	369.185384874	369.189815126	3
44	374.22615463	374.23064537	3
44	374.560652623	374.565147377	3
44	376.224742638	376.229257362	1
44	377.202036774	377.206563226	4
44	377.451635277	377.456164723	4
44	377.451635277	377.456164723	2
44	377.70103378	377.70556622	4
44	379.725221635	379.729778365	4
44	379.725221635	379.729778365	2
44	379.976320128	379.980879872	4
44	379.976320128	379.980879872	2
44	380.189618849	380.194181151	2
44	380.189618849	380.194181151	1
44	380.226718626	380.231281374	4
44	380.691915835	380.696484165	2
44	381.705509753	381.710090247	4
44	381.705509753	381.710090247	2
44	381.705509753	381.710090247	1
44	381.95600825	381.96059175	4
44	381.95600825	381.96059175	2
44	382.206706746	382.211293254	4
44	382.206706746	382.211293254	2
44	382.457805239	382.462394761	4
44	382.863102808	382.867697192	3
44	383.465899191	383.470500809	4
44	385.225388634	385.230011366	3
44	388.705067756	388.709732244	2
44	388.705067756	388.709732244	1
44	389.206564747	389.211235253	2
44	389.206564747	389.211235253	1
44	389.707961738	389.712638262	2
44	401.243992522	401.248807478	2
44	401.243992522	401.248807478	1
44	401.745189514	401.750010486	2
44	413.697117802	413.702082198	4
44	413.697117802	413.702082198	2
44	413.949816286	413.954783714	4
44	414.532712789	414.537687211	3
44	416.254802456	416.259797544	2
44	416.254802456	416.259797544	1
44	416.755599451	416.760600549	2
44	418.233990581	418.239009419	3
44	418.233990581	418.239009419	1
44	418.568488574	418.573511426	3
44	418.902286571	418.907313429	3
44	420.20907873	420.21412127	3
44	420.20907873	420.21412127	1
44	420.543476724	420.548523276	3
44	420.543476724	420.548523276	1
44	420.877374721	420.882425279	3
44	421.211072718	421.216127282	3
44	425.503546963	425.508653037	4
44	426.213042706	426.218157294	3
44	426.213042706	426.218157294	1
44	426.546740704	426.551859296	3
44	426.546740704	426.551859296	1
44	426.8808387	426.8859613	3
44	427.215336693	427.220463307	3
44	427.215336693	427.220463307	2
44	427.215336693	427.220463307	1
44	427.719433668	427.724566332	4
44	427.719433668	427.724566332	2
44	427.970332163	427.975467837	4
44	427.970332163	427.975467837	2
44	428.22073066	428.22586934	4
44	429.068925571	429.074074429	3
44	429.068925571	429.074074429	2
44	429.236024568	429.241175432	3
44	429.236024568	429.241175432	2
44	429.402923567	429.408076433	3
44	429.402923567	429.408076433	2
44	429.570622561	429.575777439	3
44	429.736421566	429.741578434	3
44	430.745215513	430.750384487	2
44	431.558010636	431.563189364	3
44	432.213506703	432.218693297	3
44	432.213506703	432.218693297	1
44	432.547604699	432.552795301	3
44	432.547604699	432.552795301	1
44	432.882102692	432.887297308	3
44	433.216500685	433.221699315	3
44	435.581486495	435.586713505	3
44	435.581486495	435.586713505	1
44	435.913384504	435.918615496	3
44	435.913384504	435.918615496	1
44	436.247882497	436.253117503	3
44	436.583180485	436.588419515	3
44	436.726979622	436.732220378	2
44	436.854678856	436.859921144	3
44	437.900472581	437.905727419	3
44	438.234170579	438.239429421	3
44	439.854560857	439.859839143	3
44	440.190458841	440.195741159	3
44	441.884148679	441.889451321	3
44	445.116129287	445.121470713	1
44	446.264622396	446.269977604	2
44	447.247016502	447.252383498	3
44	451.726989622	451.732410378	2
44	451.726989622	451.732410378	1
44	452.227986616	452.233413384	2
44	452.888782651	452.894217349	3
44	455.588766451	455.594233549	3
44	455.751765473	455.757234527	2
