t	min m/z	max m/z	charge
8	356.443661325	356.447938675	4
8	356.443661325	356.447938675	2
8	356.693259828	356.697540172	4
8	356.693259828	356.697540172	2
8	356.94455832	356.94884168	4
8	363.435619373	363.439980627	4
8	363.435619373	363.439980627	2
8	363.687317863	363.691682137	4
8	366.199302791	366.203697209	1
8	367.938392356	367.942807644	4
8	367.938392356	367.942807644	2
8	368.190290845	368.194709155	4
8	368.190290845	368.194709155	3
8	368.190290845	368.194709155	1
8	368.439889347	368.444310653	4
8	368.525388834	368.529811166	3
8	368.859886827	368.864313173	3
8	373.095261415	373.099738585	1
8	373.525958831	373.530441169	3
8	373.553458666	373.557941334	3
8	373.861256819	373.865743181	3
8	374.223554645	374.228045355	4
8	376.900938581	376.905461419	3
8	377.955532253	377.960067747	4
8	377.955532253	377.960067747	2
8	377.955532253	377.960067747	1
8	378.206330748	378.210869252	4
8	378.206330748	378.210869252	2
8	378.456829245	378.461370755	4
8	378.456829245	378.461370755	2
8	378.707327742	378.711872258	4
8	378.8977266	378.9022734	3
8	379.233024588	379.237575412	3
8	379.724021642	379.728578358	4
8	380.230618603	380.235181397	2
8	385.697485801	385.702114199	4
8	386.205582753	386.210217247	3
8	386.205582753	386.210217247	1
8	386.539680748	386.544319252	3
8	386.539680748	386.544319252	1
8	386.874178741	386.878821259	3
8	387.208276736	387.212923264	4
8	387.208276736	387.212923264	3
8	387.208276736	387.212923264	2
8	387.208276736	387.212923264	1
8	387.46097522	387.46562478	4
8	387.46097522	387.46562478	2
8	387.710273724	387.714926276	4
8	387.710273724	387.714926276	2
8	387.961672216	387.966327784	4
8	395.236128569	395.240871431	2
8	405.760165424	405.765034576	2
8	405.760165424	405.765034576	1
8	406.261662415	406.266537585	2
8	415.553906662	415.558893338	3
8	415.888504654	415.893495346	3
8	418.534988775	418.540011225	3
8	418.534988775	418.540011225	1
8	418.86908677	418.87411323	3
8	419.203384765	419.208415235	3
8	422.744763516	422.749836484	2
8	425.23404858	425.23915142	3
8	425.569246569	425.574353431	3
8	426.202542769	426.207657231	1
8	428.202130772	428.207269228	1
8	429.085325473	429.090474527	1
8	429.243224525	429.248375475	3
8	429.57742252	429.58257748	3
8	430.899414588	430.904585412	3
8	430.899414588	430.904585412	1
8	431.741609535	431.746790465	4
8	431.741609535	431.746790465	2
8	431.992208031	431.997391969	4
8	434.707591739	434.712808261	4
8	434.707591739	434.712808261	2
8	435.545286713	435.550513287	3
8	435.981184097	435.986415903	4
8	435.981184097	435.986415903	2
8	436.233182585	436.238417415	4
8	436.233182585	436.238417415	1
8	436.262582409	436.267817591	2
8	436.903278565	436.908521435	3
8	436.903278565	436.908521435	1
8	437.237476559	437.242723441	3
8	437.237476559	437.242723441	2
8	437.237476559	437.242723441	1
8	437.571874553	437.577125447	3
8	437.739273549	437.744526451	2
8	437.906172547	437.911427453	3
8	438.746967502	438.752232498	2
8	438.746967502	438.752232498	1
8	439.249464487	439.254735513	2
8	440.721555655	440.726844345	2
8	441.221552655	441.226847345	1
8	443.76233741	443.76766259	2
8	443.76233741	443.76766259	1
8	444.263234405	444.268565595	2
8	444.263234405	444.268565595	1
8	444.764431397	444.769768603	2
8	444.764431397	444.769768603	1
8	445.115829289	445.121170711	1
8	445.266028388	445.271371612	2
8	448.901406575	448.906793425	3
8	448.901406575	448.906793425	1
8	449.236304566	449.241695434	3
8	449.569902564	449.575297436	3
8	455.211668714	455.217131286	2
8	455.211668714	455.217131286	1
8	455.712965706	455.718434294	2
8	456.077163521	456.082636479	3
8	458.449449287	458.454950713	1
8	460.480437101	460.485962899	4
8	460.905034553	460.910565447	3
8	461.238532552	461.244067448	3
8	462.142027131	462.147572869	1
8	462.237626558	462.243173442	4
8	462.237626558	462.243173442	2
8	462.487325059	462.492874941	4
8	463.560018623	463.565581377	3
8	464.244914514	464.250485486	2
8	464.459213228	464.464786772	4
8	464.989410047	464.994989953	4
8	464.989410047	464.994989953	2
8	465.243008525	465.248591475	4
8	469.921680453	469.927319547	3
8	472.905362551	472.911037449	3
8	472.905362551	472.911037449	1
8	473.239460546	473.245139454	3
8	473.574358537	473.580041463	3
8	474.921650453	474.927349547	3
8	476.537440758	476.543159242	3
8	478.002731966	478.008468034	4
8	481.276012327	481.281787673	2
8	481.776009327	481.781790673	2
8	482.753203463	482.758996537	4
8	486.594480416	486.600319584	3
8	486.677479918	486.683320082	4
8	486.928178413	486.934021587	3
8	487.262176409	487.268023591	1
8	487.767173379	487.773026621	2
8	490.0803595	490.0862405	2
8	490.249758484	490.255641516	3
8	490.925954427	490.931845573	3
8	491.260852417	491.266747583	3
8	492.250646478	492.256553522	3
8	492.250646478	492.256553522	1
8	494.002435968	494.008364032	4
8	494.002435968	494.008364032	2
8	494.251234475	494.257165525	4
8	495.511926911	495.517873089	4
8	495.511926911	495.517873089	2
8	495.764325396	495.770274604	4
8	495.764325396	495.770274604	2
8	496.013223903	496.019176097	4
8	496.666119985	496.672080015	1
8	497.261516413	497.267483587	1
8	497.725613628	497.731586372	2
8	497.725613628	497.731586372	1
8	497.767913375	497.773886625	4
8	497.767913375	497.773886625	1
8	498.01871187	498.02468813	2
8	498.226210625	498.232189375	2
8	498.265110391	498.271089609	2
8	498.334409976	498.340390024	4
8	498.519508865	498.525491135	4
8	498.588208453	498.594191547	3
8	498.953106263	498.959093737	1
8	499.245004512	499.250995488	2
8	499.621402254	499.627397746	3
8	500.010599918	500.016600082	2
8	501.292292228	501.298307772	3
8	501.626690222	501.632709778	3
8	503.223180643	503.229219357	3
8	503.223180643	503.229219357	1
8	503.302180169	503.308219831	1
8	503.605078351	503.611121649	3
8	503.605078351	503.611121649	1
8	503.939276346	503.945323654	3
8	504.272474347	504.278525653	3
8	505.89856459	505.90463541	3
8	506.773059343	506.779140657	2
8	508.037051759	508.043148241	1
8	508.565748587	508.571851413	3
8	508.899446585	508.905553415	3
8	508.899446585	508.905553415	1
8	509.233744579	509.239855421	1
8	509.902640566	509.908759434	3
