t	min m/z	max m/z	charge
51	352.191386839	352.195613161	2
51	352.191386839	352.195613161	1
51	352.692283834	352.696516166	2
51	380.189618849	380.194181151	2
51	395.884924676	395.889675324	3
51	401.22419264	401.22900736	4
51	401.743889522	401.748710478	2
51	408.945246314	408.950153686	4
51	408.945246314	408.950153686	2
51	408.945246314	408.950153686	1
51	409.194644817	409.199555183	4
51	409.194644817	409.199555183	2
51	409.447143302	409.452056698	4
51	409.447143302	409.452056698	2
51	409.698041797	409.702958203	4
51	413.447219302	413.452180698	4
51	413.447219302	413.452180698	2
51	413.698017797	413.702982203	4
51	413.698017797	413.702982203	2
51	413.948516294	413.953483706	4
51	414.532812788	414.537787212	3
51	416.254602457	416.259597543	2
51	416.254602457	416.259597543	1
51	416.756099448	416.761100552	2
51	416.756099448	416.761100552	1
51	417.257696439	417.262703561	2
51	420.210578721	420.215621279	3
51	420.210578721	420.215621279	1
51	420.544376719	420.549423281	3
51	420.628576213	420.633623787	4
51	420.879474708	420.884525292	3
51	425.235948569	425.241051431	2
51	425.737545559	425.742654441	1
51	426.211942713	426.217057287	3
51	426.211942713	426.217057287	1
51	426.546040708	426.551159292	3
51	426.546040708	426.551159292	1
51	426.739639547	426.744760453	2
51	426.880138704	426.885261296	3
51	427.214236699	427.219363301	3
51	429.067825578	429.072974422	3
51	429.067825578	429.072974422	2
51	429.234624577	429.239775423	3
51	429.234624577	429.239775423	2
51	429.234624577	429.239775423	1
51	429.401423576	429.406576424	3
51	429.735321573	429.740478427	2
51	430.239418548	430.244581452	1
51	430.744515517	430.749684483	2
51	430.744515517	430.749684483	1
51	431.244712516	431.249887484	2
51	431.244712516	431.249887484	1
51	432.212606709	432.217793291	3
51	432.548004696	432.553195304	3
51	435.24898849	435.25421151	3
51	436.772279351	436.777520649	2
51	436.772279351	436.777520649	1
51	437.273176345	437.278423655	2
51	441.245952508	441.251247492	1
51	444.254934454	444.260265546	4
51	444.254934454	444.260265546	2
51	444.505132953	444.510467047	4
51	444.505132953	444.510467047	2
51	444.755831449	444.761168551	4
51	451.246192507	451.251607493	2
51	452.231486595	452.236913405	4
51	452.231486595	452.236913405	2
51	452.231486595	452.236913405	1
