t	min m/z	max m/z	charge
29	351.863688805	351.867911195	3
29	355.067269584	355.071530416	1
29	356.193862824	356.198137176	3
29	364.195014817	364.199385183	3
29	364.195014817	364.199385183	1
29	364.531512798	364.535887202	3
29	364.865410794	364.869789206	3
29	365.706905745	365.711294255	4
29	365.706905745	365.711294255	2
29	365.957204244	365.961595756	4
29	365.957204244	365.961595756	2
29	366.209302731	366.213697269	4
29	366.548400696	366.552799304	3
29	371.707669741	371.712130259	4
29	376.900238585	376.904761415	3
29	379.218624675	379.223175325	2
29	379.218624675	379.223175325	1
29	379.719521669	379.724078331	2
29	385.698285796	385.702914204	4
29	386.214482699	386.219117301	4
29	386.558580635	386.563219365	3
29	388.224170641	388.228829359	2
29	388.224170641	388.228829359	1
29	388.72426764	388.72893236	2
29	388.72426764	388.72893236	1
29	389.225264634	389.229935366	2
29	389.225264634	389.229935366	1
29	389.726761625	389.731438375	2
29	390.715155695	390.719844305	4
29	391.459051232	391.463748768	4
29	392.201246778	392.205953222	4
29	392.201246778	392.205953222	2
29	392.452045274	392.456754726	4
29	392.452045274	392.456754726	2
29	392.702743769	392.707456231	4
29	393.210340724	393.215059276	1
29	395.236128569	395.240871431	2
29	398.456109249	398.460890751	4
29	398.456109249	398.460890751	2
29	398.708807733	398.713592267	4
29	398.708807733	398.713592267	2
29	398.958106237	398.962893763	4
29	399.343703923	399.348496077	1
29	403.211080719	403.215919281	3
29	405.951264278	405.956135722	2
29	406.206162748	406.211037252	4
29	407.22585663	407.23074337	1
29	408.2308506	408.2357494	3
29	408.563948602	408.568851398	3
29	408.736847564	408.741752436	2
29	408.736847564	408.741752436	1
29	409.237944558	409.242855442	2
29	409.237944558	409.242855442	1
29	409.73924155	409.74415845	2
29	409.943640323	409.948559677	2
29	409.943640323	409.948559677	1
29	410.445137314	410.450062686	2
29	410.945134314	410.950065686	4
29	411.54083074	411.54576926	3
29	411.54083074	411.54576926	1
29	411.874928736	411.879871264	3
29	412.208626733	412.213573267	3
29	413.231120598	413.236079402	2
29	413.231120598	413.236079402	1
29	413.732717589	413.737682411	2
29	413.732717589	413.737682411	1
29	414.233114586	414.238085414	2
29	423.915656491	423.920743509	3
29	424.250354483	424.255445517	3
29	425.736245567	425.741354433	4
29	426.065243593	426.070356407	3
29	426.065243593	426.070356407	2
29	426.568840572	426.573959428	3
29	426.568840572	426.573959428	1
29	426.903438564	426.908561436	3
29	426.903438564	426.908561436	1
29	427.237636559	427.242763441	3
29	427.572234551	427.577365449	3
29	428.897826598	428.902973402	2
29	428.897826598	428.902973402	1
29	429.069525567	429.074674433	3
29	429.235524571	429.240675429	3
29	429.235524571	429.240675429	2
29	429.401523575	429.406676425	3
29	429.401523575	429.406676425	2
29	429.567822578	429.572977422	3
29	429.567822578	429.572977422	2
29	429.734921575	429.740078425	3
29	430.673815942	430.678984058	2
29	430.743115526	430.748284474	2
29	431.547710698	431.552889302	3
29	431.992608029	431.997791971	4
29	434.231794594	434.237005406	3
29	436.211582715	436.216817285	3
29	436.544980714	436.550219286	3
29	441.200252783	441.205547217	3
29	441.200252783	441.205547217	1
29	441.535050774	441.540349226	3
29	441.535050774	441.540349226	1
29	441.867748778	441.873051222	3
29	441.867748778	441.873051222	1
29	442.203746762	442.209053238	3
29	442.285846269	442.291153731	4
29	442.285846269	442.291153731	2
29	442.285846269	442.291153731	1
29	442.536144767	442.541455233	4
29	442.536144767	442.541455233	3
29	442.869942764	442.875257236	3
29	443.25074048	443.25605952	2
29	445.116529285	445.121870715	1
29	447.114917294	447.120282706	1
29	448.745807509	448.751192491	1
29	449.243604522	449.248995478	2
29	449.746901502	449.752298498	3
29	449.991000038	449.996399962	4
29	449.991000038	449.996399962	2
29	449.991000038	449.996399962	1
29	450.241498535	450.246901465	4
29	450.241498535	450.246901465	2
29	450.492097031	450.497502969	4
29	450.492097031	450.497502969	2
29	450.742795527	450.748204473	4
29	454.582072491	454.587527509	3
29	454.582072491	454.587527509	1
29	454.916170487	454.921629513	3
29	454.916170487	454.921629513	1
29	455.25056848	455.25603152	3
29	455.584966474	455.590433526	3
29	457.250956478	457.256443522	2
29	457.250956478	457.256443522	1
29	457.281756293	457.287243707	3
29	457.281756293	457.287243707	1
29	457.615854288	457.621345712	3
29	457.751553474	457.757046526	2
29	457.886152667	457.891647333	3
29	457.949752285	457.955247715	3
29	457.949752285	457.955247715	2
29	460.259938424	460.265461576	3
29	460.259938424	460.265461576	1
29	460.594036419	460.599563581	3
29	460.928334413	460.933865587	3
29	462.143327123	462.148872877	1
29	464.246714503	464.252285497	2
29	464.748111495	464.753688505	2
29	468.842386929	468.848013071	1
29	474.067855576	474.073544424	3
29	474.067855576	474.073544424	2
29	474.236754562	474.242445438	3
29	474.299554186	474.305245814	1
29	474.401953571	474.407646429	3
29	474.401953571	474.407646429	2
29	474.569252567	474.574947433	3
29	475.589846444	475.595553556	3
29	476.558240633	476.563959367	2
29	477.017937875	477.023662125	2
29	477.263636401	477.269363599	2
29	479.380823698	479.386576302	4
29	479.508322933	479.514077067	4
29	480.591716432	480.597483568	3
29	480.591716432	480.597483568	1
29	480.925814428	480.931585572	3
29	480.925814428	480.931585572	1
29	481.261112416	481.266887584	3
29	481.593210423	481.598989577	3
29	481.593210423	481.598989577	1
29	481.926408424	481.932191576	1
29	482.597604397	482.603395603	3
29	482.931702392	482.937497608	3
29	484.594792414	484.600607586	3
29	484.594792414	484.600607586	1
29	484.928290413	484.934109587	3
29	484.928290413	484.934109587	1
29	485.260588419	485.266411581	3
29	485.260588419	485.266411581	1
29	485.596686402	485.602513598	3
29	485.929484406	485.935315594	3
29	486.26538239	486.27121761	2
29	486.594980413	486.600819587	3
29	486.594980413	486.600819587	1
29	486.764279397	486.770120603	2
29	486.929078408	486.934921592	3
29	486.929078408	486.934921592	1
29	487.264376396	487.270223604	3
29	487.598874389	487.604725611	3
29	487.743573521	487.749426479	2
29	492.277146319	492.283053681	2
29	494.304634154	494.310565846	3
29	494.304634154	494.310565846	1
29	494.638832149	494.644767851	3
29	494.638832149	494.644767851	1
29	494.973030144	494.978969856	3
29	495.307328138	495.313271862	3
29	498.260710418	498.266689582	3
29	498.771707352	498.777692648	2
29	499.272804345	499.278795655	2
29	504.288174253	504.294225747	4
29	504.536472763	504.542527237	4
29	504.536472763	504.542527237	2
29	504.786071265	504.792128735	4
29	504.786071265	504.792128735	1
29	507.591054435	507.597145565	3
29	507.591054435	507.597145565	1
29	507.923752439	507.929847561	1
29	508.592148429	508.598251571	3
29	508.788747249	508.794852751	4
29	508.788747249	508.794852751	2
29	508.788747249	508.794852751	1
29	509.039145747	509.045254253	4
29	509.039145747	509.045254253	2
29	509.289744243	509.295855757	4
29	509.289744243	509.295855757	2
29	509.540642738	509.546757262	4
29	510.249738483	510.255861517	3
29	510.249738483	510.255861517	1
29	510.583936478	510.590063522	3
29	510.583936478	510.590063522	1
29	510.917934474	510.924065526	3
29	511.252332468	511.258467532	3
29	513.016121885	513.022278115	4
29	513.016121885	513.022278115	2
29	513.016121885	513.022278115	1
29	513.264820393	513.270979607	4
29	513.264820393	513.270979607	3
29	513.264820393	513.270979607	2
29	513.264820393	513.270979607	1
29	513.517818875	513.523981125	4
29	513.517818875	513.523981125	2
29	513.597918394	513.604081606	3
29	513.76861737	513.77478263	4
29	513.76861737	513.77478263	2
29	513.932816385	513.938983615	3
29	514.922410447	514.928589553	1
29	515.07860951	515.08479049	1
29	515.591606432	515.597793568	3
29	515.678205912	515.684394088	4
29	516.080103501	516.086296499	4
29	518.924386435	518.930613565	3
29	518.924386435	518.930613565	1
29	519.134485174	519.140714826	1
29	519.258284432	519.264515568	3
29	519.591782431	519.598017569	3
29	519.630882196	519.637117804	2
29	520.619576264	520.625823736	3
29	520.763875398	520.770124602	4
29	521.0134739	521.0197261	2
